127.0.0.1 - - [28/Mar/2023:14:45:27 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:03 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "POST /HealthPharmacy/faces/checkUName.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "GET /HealthPharmacy/faces/emailVerify.xhtml HTTP/1.1" 200 3685
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:12 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:14 +0530] "GET /HealthPharmacy/faces/checkUName.xhtml HTTP/1.1" 200 4017
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:55:14 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 14106
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "POST /HealthPharmacy/faces/checkUName.xhtml HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "GET /HealthPharmacy/faces/emailVerify.xhtml HTTP/1.1" 200 3683
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:31 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jsf.js?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "POST /HealthPharmacy/faces/emailVerify.xhtml HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "POST /HealthPharmacy/faces/emailVerify.xhtml HTTP/1.1" 200 4018
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/theme.css?ln=primefaces-saga&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/primeicons/primeicons.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.css?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/core.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/components.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/watermark/watermark.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "GET /HealthPharmacy/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=12.0.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Mar/2023:14:58:34 +0530] "GET /HealthPharmacy/faces/RES_NOT_FOUND HTTP/1.1" 500 14106
